date,symbol,signal_time,entry_price,quantity,position_rs,stop_loss,target,rr,strategies_fired,agreeing_count,composite_score,driver_strategy,reason,exit_time,exit_price,exit_reason,result,pnl_rs,pnl_pct,predicted_win_pct,conviction_tier
2019-07-22,INDIGO,SHORT,09:15,1469.7,340,499698.0,1471.9333333333332,1465.2333333333338,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,CPR,DAILY-BIAS,FAILED-BO,PDH-PDL,RSI-EXT,SR-BREAK,VWAP-REV,VWAP-STDDEV",4,26.2657,CPR,"CPR: narrow CPR, breakdown below BC=1469.70",09:20,1465.2333333333338,TARGET_HIT,EXACT_WIN,791.04,0.16,49.4,STANDARD
2019-07-23,BRITANNIA,SHORT,09:20,2727.75,138,376429.5,2872.44,2455.3,1.88,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-TOP,DESC-TRI,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",5,36.75,DESC-TRI,Descending Triangle: breakdown below support 2732.65,15:15,2723.0,TIME_EXIT,WIN,95.44,0.03,48.3,STANDARD
2019-07-24,TATASTEEL,SHORT,09:25,41.48,12054,499999.92,41.73,40.98,2.0,"ADX-FILTER,BEAR-FLAG,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",5,39.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=41.48,09:40,40.98,TARGET_HIT,EXACT_WIN,5301.54,1.06,48.6,STANDARD
2019-07-25,GRASIM,SHORT,09:20,876.6,570,499662.0,880.983,863.8408163265306,2.91,"CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,SUPERTREND,VPOC",5,33.0,VPOC,VPOC: rejection at VPOC=875.15,09:25,880.983,STOP_HIT,LOSS,-3228.19,-0.65,47.9,STANDARD
2019-07-26,COALINDIA,SHORT,09:20,194.25,2574,499999.5,195.85,191.05,2.0,"BEAR-FLAG,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",4,33.5,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=194.25,13:45,195.85,STOP_HIT,LOSS,-4849.66,-0.97,48.3,STANDARD
2019-07-29,BHEL,SHORT,09:20,60.45,8271,499981.95,61.05,59.250000000000014,2.0,"BEAR-FLAG,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",5,36.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=60.45,13:30,59.250000000000014,TARGET_HIT,EXACT_WIN,9201.99,1.84,48.4,STANDARD
2019-07-30,CIPLA,SHORT,09:15,526.0925,950,499787.88,530.135,518.0074999999999,2.0,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,DAILY-BIAS,MACD,ORB-15,ORB-30,PDH-PDL,RSI-EXT,STOCHASTIC,SUPERTREND",5,34.2657,CAMARILLA,"CAMARILLA: reversal at H3=526.09, target L3=518.01",09:20,530.135,STOP_HIT,LOSS,-4571.19,-0.91,48.3,STANDARD
2019-07-31,TITAN,SHORT,09:25,1065.5,345,367597.5,1123.3220000000001,794.8250000000003,4.68,"ADX-FILTER,BEAR-FLAG,DAILY-BIAS,DBL-TOP,DESC-TRI,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",8,39.25,DESC-TRI,Descending Triangle: breakdown below support 1067.86,15:15,1057.05,TIME_EXIT,WIN,2368.53,0.64,49.1,STANDARD
2019-08-01,DRREDDY,SHORT,09:20,512.3,975,499492.5,513.2,510.4999999999998,2.0,"ADX-FILTER,CPR,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",5,36.0,CPR,"CPR: narrow CPR, breakdown below BC=512.30",09:30,510.4999999999998,TARGET_HIT,EXACT_WIN,1027.79,0.21,48.8,STANDARD
2019-08-02,RECLTD,SHORT,10:00,101.25,4938,499972.5,102.55,98.65,2.0,"ADX-FILTER,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND",5,36.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=101.25,14:15,102.55,STOP_HIT,LOSS,-7151.94,-1.43,47.8,STANDARD
2019-08-05,HCLTECH,SHORT,09:20,508.37375,983,499731.4,511.79749999999996,501.52625,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,DESC-TRI,FIRST-CANDLE,INTRADAY-STRUCT,MACD,PIN-BAR,SR-BREAK,SUPERTREND",5,33.25,CAMARILLA,"CAMARILLA: reversal at H3=508.37, target L3=501.53",09:40,501.52625,TARGET_HIT,EXACT_WIN,6006.4,1.2,47.7,STANDARD
2019-08-06,WIPRO,SHORT,09:40,124.85,4004,499899.4,125.55,123.44999999999999,2.0,"ADX-FILTER,DAILY-BIAS,DESC-TRI,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",5,39.25,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=124.85,10:15,123.44999999999999,TARGET_HIT,EXACT_WIN,4880.03,0.98,47.7,STANDARD
2019-08-07,HAVELLS,SHORT,09:20,647.95,771,499569.45,652.7475,632.0,3.32,"BEAR-ENGULF,BOLLINGER,CAMARILLA,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PIN-BAR,SUPERTREND",5,33.0,BEAR-ENGULF,"Bear Engulf at resistance 650.00, vol 2.2×",15:15,644.8,TIME_EXIT,WIN,1701.72,0.34,47.9,STANDARD
2019-08-08,ICICIPRULI,SHORT,09:15,398.88,1253,499796.64,400.31,396.02,2.0,"ADX-FILTER,CAMARILLA,FAILED-BO,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",5,36.0,CAMARILLA,"CAMARILLA: reversal at H3=398.88, target L3=396.02",09:25,396.02,TARGET_HIT,EXACT_WIN,2857.0,0.57,48.7,STANDARD
2019-08-09,CIPLA,SHORT,09:20,508.4,983,499757.2,514.158,493.8,2.54,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,REL-STR,RSI-EXT,SR-BREAK,SUPERTREND",6,40.2657,FAILED-BO,"Failed BO: bull trap above 509.90, reversed on vol 1.3×",13:35,493.8,TARGET_HIT,EXACT_WIN,13631.43,2.73,48.1,STANDARD
2019-08-13,DRREDDY,SHORT,09:25,515.4,970,499938.0,518.75,508.69999999999993,2.0,"DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,PIN-BAR,STOCHASTIC,SUPERTREND",4,27.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=515.40,09:50,508.69999999999993,TARGET_HIT,EXACT_WIN,5773.89,1.15,46.9,STANDARD
2019-08-14,ADANIENT,SHORT,09:15,127.1025,3933,499894.13,128.505,124.2975,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-30,PDH-PDL,PIN-BAR,STOCHASTIC,SUPERTREND",5,36.0,CAMARILLA,"CAMARILLA: reversal at H3=127.10, target L3=124.30",09:55,124.2975,TARGET_HIT,EXACT_WIN,10309.61,2.06,47.9,STANDARD
2019-08-16,ADANIPORTS,SHORT,10:40,356.3,1403,499888.9,359.23724999999996,345.611,3.64,"ADX-FILTER,BEAR-FLAG,DAILY-BIAS,FAILED-BO,OPEN-WEAK,PDH-PDL,PIN-BAR,STOCHASTIC,VWAP-STDDEV",5,23.0,FAILED-BO,"Failed BO: bull trap above 357.35, reversed on vol 1.5×",15:15,356.85,TIME_EXIT,LOSS,-1500.85,-0.3,49.1,STANDARD
2019-08-19,SBIN,SHORT,09:15,291.0,1718,499938.0,292.455,285.54285714285714,3.75,"BEAR-ENGULF,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,REL-STR,SR-BREAK,SUPERTREND,VPOC",4,30.0,VPOC,VPOC: rejection at VPOC=290.57,15:15,287.1,TIME_EXIT,WIN,5975.21,1.2,47.7,STANDARD
2019-08-20,UNIONBANK,SHORT,10:45,56.39,4522,254995.58,60.8121,33.41499999999999,5.2,"ADX-FILTER,BEAR-FLAG,DAILY-BIAS,DESC-TRI,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",5,36.25,DESC-TRI,Descending Triangle: breakdown below support 56.63,15:15,56.2,TIME_EXIT,WIN,464.81,0.18,48.5,STANDARD
2019-08-21,SUNPHARMA,SHORT,09:30,423.22,1181,499822.82,425.64000000000004,418.38,2.0,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,DAILY-BIAS,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND",6,42.0,CAMARILLA,"CAMARILLA: reversal at H3=423.22, target L3=418.38",11:50,418.38,TARGET_HIT,EXACT_WIN,4990.64,1.0,48.2,STANDARD
2019-08-22,HDFCLIFE,SHORT,09:15,535.86,933,499957.38,538.72,530.14,2.0,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,FIRST-CANDLE,INTRADAY-STRUCT,MACD,PIN-BAR,RSI-EXT,SUPERTREND,VPOC",5,31.2657,CAMARILLA,"CAMARILLA: reversal at H3=535.86, target L3=530.14",11:10,530.14,TARGET_HIT,EXACT_WIN,4610.96,0.92,48.0,STANDARD
2019-08-23,INDUSINDBK,SHORT,09:20,1335.45,374,499458.3,1343.15,1320.05,2.0,"ADX-FILTER,DAILY-BIAS,DBL-TOP,DESC-TRI,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC",5,33.25,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=1335.45,09:25,1320.05,TARGET_HIT,EXACT_WIN,5034.72,1.01,48.6,STANDARD
2019-08-26,ACC,SHORT,12:40,1471.05,339,498685.95,1482.0735,1445.85,2.29,"BEAR-ENGULF,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,ORB-15,ORB-30,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VWAP-REV,VWAP-STDDEV",6,38.2657,BEAR-ENGULF,"Bear Engulf at resistance 1478.20, vol 2.0×",13:45,1482.0735,STOP_HIT,LOSS,-4466.22,-0.9,47.8,STANDARD
2019-08-27,SRF,SHORT,09:15,573.99625,871,499950.73,579.0425,563.9037500000001,2.0,"CAMARILLA,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",4,33.0,CAMARILLA,"CAMARILLA: reversal at H3=574.00, target L3=563.90",09:25,563.9037500000001,TARGET_HIT,EXACT_WIN,8066.75,1.61,47.0,STANDARD
2019-08-29,ADANIPORTS,SHORT,09:20,364.1,1373,499909.3,367.1,358.1,2.0,"ADX-FILTER,BOLLINGER,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,STOCHASTIC",4,33.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=364.10,13:50,367.1,STOP_HIT,LOSS,-4850.14,-0.97,48.7,STANDARD
2019-08-30,ULTRACEMCO,SHORT,09:15,4103.17375,121,496484.02,4131.3475,4046.82625,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND",4,36.0,CAMARILLA,"CAMARILLA: reversal at H3=4103.17, target L3=4046.83",10:45,4046.82625,TARGET_HIT,EXACT_WIN,6097.83,1.23,47.7,STANDARD
2019-09-03,ESCORTS,SHORT,10:50,499.6,1000,499600.0,504.10799999999995,484.612,3.32,"CPR,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,OPEN-WEAK,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VWAP-REV,VWAP-STDDEV",5,29.5,FAILED-BO,"Failed BO: bull trap above 500.00, reversed on vol 2.0×",15:15,493.15,TIME_EXIT,WIN,5725.32,1.15,48.2,STANDARD
2019-09-04,AXISBANK,SHORT,10:10,648.91625,770,499665.51,653.6325,639.4837500000001,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,DESC-TRI,OPEN-WEAK,PDH-PDL,PIN-BAR,RSI-EXT,SR-BREAK,STOCHASTIC,VWAP-STDDEV",6,30.5157,CAMARILLA,"CAMARILLA: reversal at H3=648.92, target L3=639.48",15:15,648.0,TIME_EXIT,LOSS,-22.54,-0.0,48.8,STANDARD
2019-09-05,KOTAKBANK,SHORT,09:15,287.0,1742,499954.0,289.8419999999999,279.7,2.57,"ADX-FILTER,BEAR-ENGULF,CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND,VPOC",8,48.0,FAILED-BO,"Failed BO: bull trap above 287.60, reversed on vol 4.6×",15:15,282.6,TIME_EXIT,WIN,6940.33,1.39,48.4,STANDARD
2019-09-06,MARICO,SHORT,09:15,385.86875,1295,499700.03,387.03749999999997,383.53125,2.0,"ADX-FILTER,BEAR-ENGULF,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",6,45.0,CAMARILLA,"CAMARILLA: reversal at H3=385.87, target L3=383.53",09:25,383.53125,TARGET_HIT,EXACT_WIN,2300.29,0.46,47.9,STANDARD
2019-09-09,ASIANPAINT,SHORT,09:15,1536.0175,325,499205.69,1541.435,1525.1825,2.0,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,MACD,PIN-BAR,SUPERTREND,VPOC",4,33.0,CAMARILLA,"CAMARILLA: reversal at H3=1536.02, target L3=1525.18",09:35,1525.1825,TARGET_HIT,EXACT_WIN,2795.56,0.56,47.7,STANDARD
2019-09-11,HCLTECH,SHORT,09:15,545.3875,916,499574.95,548.275,539.6125,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",4,39.0,CAMARILLA,"CAMARILLA: reversal at H3=545.39, target L3=539.61",09:25,539.6125,TARGET_HIT,EXACT_WIN,4564.59,0.91,47.6,STANDARD
2019-09-12,CIPLA,SHORT,09:15,473.51875,1055,499562.28,476.3375,467.88124999999997,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",5,39.0,CAMARILLA,"CAMARILLA: reversal at H3=473.52, target L3=467.88",10:35,467.88124999999997,TARGET_HIT,EXACT_WIN,5222.65,1.05,48.0,STANDARD
2019-09-13,ITC,SHORT,09:20,199.7275,2503,499917.93,200.85500000000002,197.4725,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-TOP,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",6,42.0,CAMARILLA,"CAMARILLA: reversal at H3=199.73, target L3=197.47",11:10,197.4725,TARGET_HIT,EXACT_WIN,4918.69,0.98,48.1,STANDARD
2019-09-16,WIPRO,SHORT,09:15,118.15,4231,499892.65,119.04225,116.3,2.07,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,DESC-TRI,FAILED-BO,FIRST-CANDLE,MACD,PIN-BAR,RSI-EXT,SUPERTREND",5,28.5157,FAILED-BO,"Failed BO: bull trap above 118.25, reversed on vol 5.1×",15:15,118.25,TIME_EXIT,LOSS,-1152.11,-0.23,47.6,STANDARD
2019-09-17,IDFCFIRSTB,SHORT,09:15,42.65,11723,499985.95,42.863249999999994,42.09081632653061,2.62,"CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND,VPOC",6,42.0,VPOC,VPOC: rejection at VPOC=42.64,12:30,42.09081632653061,TARGET_HIT,EXACT_WIN,5830.17,1.17,47.9,STANDARD
2019-09-18,BAJAJ-AUTO,SHORT,09:20,2746.975,182,499949.45,2776.95,2687.025,2.0,"ADX-FILTER,CAMARILLA,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",4,36.0,CAMARILLA,"CAMARILLA: reversal at H3=2746.97, target L3=2687.03",09:45,2687.025,TARGET_HIT,EXACT_WIN,10188.3,2.04,47.6,STANDARD
2019-09-19,DIVISLAB,SHORT,09:15,1623.625,307,498452.88,1629.3999999999999,1612.0749999999998,2.0,"ADX-FILTER,CAMARILLA,DBL-TOP,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",6,42.0,CAMARILLA,"CAMARILLA: reversal at H3=1623.62, target L3=1612.07",09:25,1612.0749999999998,TARGET_HIT,EXACT_WIN,2821.08,0.57,48.0,STANDARD
2019-09-20,BANKBARODA,SHORT,09:15,84.36500000000001,5926,499946.99,84.44833333333335,84.19833333333332,2.0,"CPR,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,VWAP-STDDEV",4,31.7657,CPR,"CPR: narrow CPR, breakdown below BC=84.37",09:20,84.19833333333332,TARGET_HIT,EXACT_WIN,259.39,0.05,48.6,STANDARD
2019-09-23,MARICO,SHORT,09:20,378.2,1322,499980.4,382.45,369.7,2.0,"DAILY-BIAS,DBL-TOP,DESC-TRI,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VWAP-REV",5,27.75,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=378.20,10:35,369.7,TARGET_HIT,EXACT_WIN,10514.54,2.1,48.6,STANDARD
2019-09-24,TECHM,SHORT,09:55,655.3,763,499993.9,659.7824999999999,636.2,4.26,"ADX-FILTER,BOLLINGER,CAMARILLA,DBL-TOP,FAILED-BO,MACD,PIN-BAR,RSI-EXT,STOCHASTIC",5,25.2657,FAILED-BO,"Failed BO: bull trap above 655.90, reversed on vol 1.3×",10:40,659.7824999999999,STOP_HIT,LOSS,-4151.0,-0.83,48.9,STANDARD
2019-09-25,CIPLA,SHORT,09:25,445.0,1123,499735.0,450.0,435.0,2.0,"DAILY-BIAS,DBL-TOP,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",4,30.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=445.00,13:45,435.0,TARGET_HIT,EXACT_WIN,10507.87,2.1,48.2,STANDARD
2019-09-26,DRREDDY,SHORT,09:15,558.65625,895,499997.34,560.5124999999999,554.9437499999999,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,ORB-30,PIN-BAR,REL-STR,STOCHASTIC,SUPERTREND",4,33.0,CAMARILLA,"CAMARILLA: reversal at H3=558.66, target L3=554.94",09:20,554.9437499999999,TARGET_HIT,EXACT_WIN,2595.68,0.52,47.4,STANDARD
2019-09-27,PFC,SHORT,10:20,80.3,6226,499947.8,81.3,78.3,2.0,"ADX-FILTER,BOLLINGER,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,STOCHASTIC,SUPERTREND",5,36.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=80.30,15:15,79.9,TIME_EXIT,WIN,1762.98,0.35,48.1,STANDARD
2019-09-30,FEDERALBNK,SHORT,09:20,93.0,5376,499968.0,93.95,91.1,2.0,"ADX-FILTER,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",4,30.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=93.00,10:15,91.1,TARGET_HIT,EXACT_WIN,9491.37,1.9,48.8,STANDARD
2019-10-01,BEL,SHORT,09:50,36.25,13793,499996.25,36.6825,35.05,2.77,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,CPR,INTRADAY-STRUCT,MACD,PIN-BAR,RSI-EXT,STOCHASTIC,SUPERTREND",5,31.2657,BEAR-ENGULF,"Bear Engulf at resistance 36.30, vol 1.6×",15:15,35.7,TIME_EXIT,WIN,6861.58,1.37,47.8,STANDARD
2019-10-03,AUROPHARMA,SHORT,09:55,579.35,863,499979.05,583.65375,567.8,2.68,"DAILY-BIAS,DBL-TOP,FAILED-BO,INTRADAY-STRUCT,OPEN-WEAK,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC,VWAP-REV,VWAP-STDDEV",5,26.5,FAILED-BO,"Failed BO: bull trap above 579.85, reversed on vol 2.1×",15:15,577.75,TIME_EXIT,WIN,652.71,0.13,48.5,STANDARD
2019-10-04,YESBANK,SHORT,11:45,42.85,11668,499973.8,43.717499999999994,35.2,8.82,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,GAP-FADE,MACD,ORB-30,PIN-BAR,REL-STR,RSI-EXT,SUPERTREND",6,38.7657,BEAR-ENGULF,"Bear Engulf at resistance 43.45, vol 1.6×",14:20,43.717499999999994,STOP_HIT,LOSS,-10856.65,-2.17,48.4,STANDARD
2019-10-07,DRREDDY,SHORT,09:15,527.42625,947,499472.66,532.2525,517.7737500000001,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",5,42.0,CAMARILLA,"CAMARILLA: reversal at H3=527.43, target L3=517.77",13:05,517.7737500000001,TARGET_HIT,EXACT_WIN,8417.95,1.69,47.8,STANDARD
2019-10-09,LICHSGFIN,SHORT,09:20,364.3,1372,499819.6,366.2510204081633,357.12448979591835,3.68,"DAILY-BIAS,FAILED-BO,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-REV,VWAP-STDDEV",5,37.0,VPOC,VPOC: rejection at VPOC=363.81,10:10,357.12448979591835,TARGET_HIT,EXACT_WIN,9121.76,1.83,47.7,STANDARD
2019-10-10,MUTHOOTFIN,SHORT,09:25,679.35,735,499322.25,686.35,665.35,2.0,"ADX-FILTER,CPR,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND,VPOC",4,36.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=679.35,12:00,665.35,TARGET_HIT,EXACT_WIN,9567.9,1.92,48.1,STANDARD
2019-10-11,MUTHOOTFIN,SHORT,09:15,672.4075,743,499598.77,678.815,659.5925,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",4,39.0,CAMARILLA,"CAMARILLA: reversal at H3=672.41, target L3=659.59",10:00,659.5925,TARGET_HIT,EXACT_WIN,8798.63,1.76,47.6,STANDARD
2019-10-14,BAJFINANCE,SHORT,09:20,399.475,1251,499743.23,401.95,394.525,2.0,"BEAR-ENGULF,BOLLINGER,CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND",4,36.0,CAMARILLA,"CAMARILLA: reversal at H3=399.48, target L3=394.52",10:00,394.525,TARGET_HIT,EXACT_WIN,5467.43,1.09,47.4,STANDARD
2019-10-15,NBCC,SHORT,09:25,21.67,23073,499991.91,21.83,21.35000000000001,2.0,"ADX-FILTER,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",5,36.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=21.67,10:10,21.35000000000001,TARGET_HIT,EXACT_WIN,6658.68,1.33,48.7,STANDARD
2019-10-16,TCS,SHORT,09:20,2044.455,244,498847.02,2051.11,2031.145,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,MACD,PIN-BAR,REL-STR,RSI-EXT,STOCHASTIC,SUPERTREND",4,34.2657,CAMARILLA,"CAMARILLA: reversal at H3=2044.45, target L3=2031.14",09:35,2031.145,TARGET_HIT,EXACT_WIN,2522.16,0.51,47.1,STANDARD
2019-10-17,PIDILITIND,SHORT,09:25,685.185,729,499499.86,688.87,677.815,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",4,39.0,CAMARILLA,"CAMARILLA: reversal at H3=685.18, target L3=677.82",11:45,677.815,TARGET_HIT,EXACT_WIN,4647.57,0.93,47.6,STANDARD
2019-10-18,ICICIGI,SHORT,09:15,1246.7,401,499926.7,1259.2649999999999,1208.5,3.04,"ADX-FILTER,BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,REL-STR,RSI-EXT,SUPERTREND,VPOC,VWAP-STDDEV",4,28.7657,FAILED-BO,"Failed BO: bull trap above 1249.00, reversed on vol 2.6×",12:10,1259.2649999999999,STOP_HIT,LOSS,-5770.26,-1.15,47.8,STANDARD
2019-10-22,GAIL,SHORT,09:15,75.85825,6591,499981.73,76.3065,74.96175,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,FAILED-BO,ORB-30,PIN-BAR,SUPERTREND",4,24.0,CAMARILLA,"CAMARILLA: reversal at H3=75.86, target L3=74.96",09:30,76.3065,STOP_HIT,LOSS,-3684.99,-0.74,48.3,STANDARD
