date,symbol,direction,signal_time,entry_price,quantity,position_rs,stop_loss,target,rr,strategies_fired,agreeing_count,composite_score,driver_strategy,reason,exit_time,exit_price,exit_reason,result,pnl_rs,pnl_pct,predicted_win_pct,conviction_tier
2026-05-22,URBANCO,SHORT,09:15,120.30475000000001,4156,499986.54,121.2095,118.49525,2.0,"ADX-FILTER,BEAR-ENGULF,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VWAP-REV",12,36.5,CAMARILLA,"CAMARILLA: reversal at H3=120.30, target L3=118.50",09:40,118.49525,TARGET_HIT,EXACT_WIN,6795.69,1.36,68.5,HIGH
2026-05-25,360ONE,LONG,09:15,1117.5795918367346,447,499558.08,1117.3877551020407,1122.5673469387755,26.0,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,VPOC",15,45.0,VPOC,VPOC: breakout above VAH=1117.58,09:20,1122.5673469387755,TARGET_HIT,EXACT_WIN,1499.45,0.3,49.7,STANDARD
2026-05-25,DRREDDY,SHORT,09:20,1316.7375,379,499043.51,1323.475,1303.2625,2.0,"BOLLINGER,CAMARILLA,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,RSI-EXT,STOCHASTIC,SUPERTREND,VPOC",13,39.0,CAMARILLA,"CAMARILLA: reversal at H3=1316.74, target L3=1303.26",10:40,1303.2625,TARGET_HIT,EXACT_WIN,4382.34,0.88,69.5,HIGH
2026-05-26,GAIL,LONG,11:10,168.36,2969,499860.84,166.3,172.48000000000002,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",12,36.1639,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=168.36,15:15,167.45,TIME_EXIT,LOSS,-3428.37,-0.69,48.1,STANDARD
2026-05-26,TORNTPOWER,SHORT,09:50,1488.275,335,498572.13,1499.55,1465.725,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,FAILED-BO,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",14,42.0,CAMARILLA,"CAMARILLA: reversal at H3=1488.28, target L3=1465.72",11:05,1465.725,TARGET_HIT,EXACT_WIN,6831.61,1.37,69.0,HIGH
2026-05-27,LAURUSLABS,LONG,09:20,1373.9,363,498725.7,1365.1,1391.5000000000005,2.0,"BULL-FLAG,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",13,36.6327,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1373.90,15:15,1382.3,TIME_EXIT,WIN,2319.61,0.47,49.4,STANDARD
2026-05-27,MAXHEALTH,SHORT,09:20,994.88125,502,499430.39,998.6625,987.31875,2.0,"CAMARILLA,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VWAP-STDDEV",14,42.125,CAMARILLA,"CAMARILLA: reversal at H3=994.88, target L3=987.32",09:50,987.31875,TARGET_HIT,EXACT_WIN,3070.41,0.61,69.4,HIGH
2026-05-29,CAMS,LONG,09:50,791.3,631,499310.3,780.1,813.6999999999998,2.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",14,37.1665,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=791.30,15:15,791.65,TIME_EXIT,LOSS,-507.29,-0.1,49.4,STANDARD
2026-05-29,RELIANCE,SHORT,09:20,1356.1100000000001,368,499048.48,1359.5200000000002,1349.29,2.0,"CAMARILLA,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND",12,36.0,CAMARILLA,"CAMARILLA: reversal at H3=1356.11, target L3=1349.29",09:25,1349.29,TARGET_HIT,EXACT_WIN,1783.58,0.36,69.4,HIGH
2026-06-01,KPITTECH,LONG,09:15,785.98,636,499883.28,777.84,818.54,4.0,"CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",12,36.0,CAMARILLA,CAMARILLA: breakout above H4=785.98,15:15,785.8,TIME_EXIT,LOSS,-843.14,-0.17,49.7,STANDARD
2026-06-01,GPIL,SHORT,09:15,289.7,1725,499732.5,291.14849999999996,279.7959183673469,6.84,"ADX-FILTER,CPR,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",13,39.0,VPOC,VPOC: rejection at VPOC=289.48,15:15,282.3,TIME_EXIT,WIN,12043.75,2.41,67.5,HIGH
2026-06-02,SONACOMS,LONG,09:20,594.2,841,499722.2,590.8,601.0000000000002,2.0,"ADX-FILTER,BOLLINGER,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,SUPERTREND,VPOC",13,39.6639,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=594.20,09:40,601.0000000000002,TARGET_HIT,EXACT_WIN,4985.74,1.0,48.4,STANDARD
2026-06-02,UNITDSPR,SHORT,09:30,1245.7,401,499525.7,1253.0,1231.1000000000001,2.0,"DAILY-BIAS,DBL-TOP,FIRST-CANDLE,MACD,PDH-PDL,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-STDDEV",12,36.125,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=1245.70,09:50,1253.0,STOP_HIT,LOSS,-3657.24,-0.73,68.0,HIGH
2026-06-03,RRKABEL,LONG,09:15,2066.085,242,499992.57,2045.5425,2148.255,4.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",13,39.0,CAMARILLA,CAMARILLA: breakout above H4=2066.09,09:25,2045.5425,STOP_HIT,LOSS,-5696.25,-1.14,50.0,STANDARD
2026-06-03,PATANJALI,SHORT,09:20,444.2,1125,499725.0,451.75,429.09999999999997,2.0,"ADX-FILTER,CPR,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",12,36.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=444.20,15:15,440.4,TIME_EXIT,WIN,3548.91,0.71,68.5,HIGH
