date,symbol,direction,signal_time,entry_price,quantity,position_rs,stop_loss,target,rr,strategies_fired,agreeing_count,composite_score,driver_strategy,reason,exit_time,exit_price,exit_reason,result,pnl_rs,pnl_pct,predicted_win_pct,conviction_tier
2022-07-08,CHOLAFIN,SHORT,09:15,647.30375,772,499718.5,651.6075,638.69625,2.0,"CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",11,33.0,CAMARILLA,"CAMARILLA: reversal at H3=647.30, target L3=638.70",09:30,638.69625,TARGET_HIT,EXACT_WIN,5920.26,1.18,67.4,HIGH
2022-07-11,DRREDDY,LONG,09:20,879.75,568,499698.0,870.2,898.8499999999999,2.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",10,37.8986,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=879.75,10:00,898.8499999999999,TARGET_HIT,EXACT_WIN,10111.71,2.02,42.4,STANDARD
2022-07-11,CIPLA,SHORT,09:15,937.76375,533,499828.08,941.6274999999999,930.03625,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND,VWAP-STDDEV",10,30.25,CAMARILLA,"CAMARILLA: reversal at H3=937.76, target L3=930.04",09:20,930.03625,TARGET_HIT,EXACT_WIN,3392.44,0.68,64.9,HIGH
2022-07-12,SBICARD,LONG,09:20,855.95,584,499874.8,848.85,870.1500000000001,2.0,"BULL-FLAG,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",11,36.6327,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=855.95,15:15,850.75,TIME_EXIT,LOSS,-3763.14,-0.75,42.7,STANDARD
2022-07-12,LTM,SHORT,09:35,4017.35,124,498151.4,4041.7079999999996,3890.85,5.19,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,INTRADAY-STRUCT,MACD,RSI-EXT,SUPERTREND",11,30.9491,FAILED-BO,"Failed BO: bull trap above 4018.15, reversed on vol 1.7×",11:00,4041.7079999999996,STOP_HIT,LOSS,-3748.51,-0.75,64.4,MEDIUM
2022-07-13,PIDILITIND,LONG,09:15,1131.035,442,499917.47,1127.2675,1146.1050000000002,4.0,"CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",9,36.125,CAMARILLA,CAMARILLA: breakout above H4=1131.04,09:35,1146.1050000000002,TARGET_HIT,EXACT_WIN,5926.87,1.19,41.8,STANDARD
2022-07-13,ASHOKLEY,SHORT,09:55,69.6,7183,499936.8,70.0,68.79999999999998,2.0,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,DBL-TOP,FIRST-CANDLE,MACD,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",13,39.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=69.60,12:55,68.79999999999998,TARGET_HIT,EXACT_WIN,5020.86,1.0,65.8,MEDIUM
2022-07-14,MARICO,LONG,09:15,502.7734693877551,994,499756.83,501.15408163265306,506.85714285714283,2.52,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",11,42.125,VPOC,VPOC: breakout above VAH=502.77,09:20,506.85714285714283,TARGET_HIT,EXACT_WIN,3327.38,0.67,42.0,STANDARD
2022-07-14,ACC,SHORT,09:15,2182.70125,229,499838.59,2188.9025,2170.29875,2.0,"ADX-FILTER,BEAR-ENGULF,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",13,39.0,CAMARILLA,"CAMARILLA: reversal at H3=2182.70, target L3=2170.30",09:20,2170.29875,TARGET_HIT,EXACT_WIN,2113.11,0.42,65.4,HIGH
2022-07-15,TITAN,LONG,09:15,2139.3510204081635,233,498468.79,2139.076530612245,2162.9571428571435,86.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,VPOC",10,39.0,VPOC,VPOC: breakout above VAH=2139.35,10:25,2162.9571428571435,TARGET_HIT,EXACT_WIN,4769.05,0.96,42.9,STANDARD
2022-07-15,HAL,SHORT,09:25,869.4275,575,499920.81,873.855,860.5725,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,DESC-TRI,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,SUPERTREND,VPOC",13,39.0,CAMARILLA,"CAMARILLA: reversal at H3=869.43, target L3=860.57",13:30,860.5725,TARGET_HIT,EXACT_WIN,4365.73,0.87,66.6,HIGH
2022-07-18,ADANIENSOL,LONG,09:25,2977.3524999999995,167,497217.87,2931.27625,3161.657499999999,4.0,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",11,39.6327,CAMARILLA,CAMARILLA: breakout above H4=2977.35,14:45,2931.27625,STOP_HIT,LOSS,-8413.76,-1.69,42.0,STANDARD
2022-07-18,DEEPAKNTR,SHORT,09:25,1764.76,283,499427.08,1777.52,1739.24,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",13,36.9491,CAMARILLA,"CAMARILLA: reversal at H3=1764.76, target L3=1739.24",15:15,1754.45,TIME_EXIT,WIN,2191.27,0.44,64.5,HIGH
2022-07-19,FEDERALBNK,LONG,09:50,103.05714285714286,4851,499930.2,103.02142857142857,106.27142857142859,90.0,"ADX-FILTER,BOLLINGER,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VOL-SPIKE,VPOC",9,41.7736,VPOC,VPOC: breakout above VAH=103.06,09:55,103.02142857142857,STOP_HIT,LOSS,-901.93,-0.18,41.5,STANDARD
2022-07-19,BHARTIARTL,SHORT,12:35,673.0,742,499366.0,679.02825,649.2,3.95,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,CPR,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,MACD,PIN-BAR,REL-STR,RSI-EXT,VWAP-STDDEV",13,34.8318,BEAR-ENGULF,"Bear Engulf at resistance 669.00, vol 1.8×",15:15,673.7,TIME_EXIT,LOSS,-1247.74,-0.25,63.6,MEDIUM
2022-07-20,PAGEIND,LONG,09:15,44111.962499999994,11,485231.59,43878.831249999996,45044.48749999999,4.0,"CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,RSI-EXT,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",10,36.225,CAMARILLA,CAMARILLA: breakout above H4=44111.96,13:55,43878.831249999996,STOP_HIT,LOSS,-3271.19,-0.67,41.9,STANDARD
2022-07-20,DEEPAKNTR,SHORT,09:15,1779.2775000000001,281,499976.98,1788.655,1760.5225,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,MACD,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND,VPOC",11,33.0,CAMARILLA,"CAMARILLA: reversal at H3=1779.28, target L3=1760.52",13:00,1760.5225,TARGET_HIT,EXACT_WIN,4544.29,0.91,64.6,HIGH
2022-07-21,ABB,LONG,09:25,2628.4075000000003,190,499397.43,2614.20375,2685.2225000000008,4.0,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",11,37.5818,CAMARILLA,CAMARILLA: breakout above H4=2628.41,12:25,2685.2225000000008,TARGET_HIT,EXACT_WIN,10058.22,2.01,42.8,STANDARD
2022-07-21,DRREDDY,SHORT,13:35,891.75,560,499380.0,896.6,882.05,2.0,"BOLLINGER,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,SUPERTREND,VPOC",11,33.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=891.75,13:40,882.05,TARGET_HIT,EXACT_WIN,4707.04,0.94,66.6,MEDIUM
2022-07-22,TVSMOTOR,LONG,09:15,886.4100000000001,564,499935.24,882.505,902.0300000000002,4.0,"CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",11,36.125,CAMARILLA,CAMARILLA: breakout above H4=886.41,13:20,882.505,STOP_HIT,LOSS,-2929.5,-0.59,42.7,STANDARD
2022-07-22,HCLTECH,SHORT,09:20,928.1112499999999,538,499323.85,931.6725,920.98875,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",14,42.0,CAMARILLA,"CAMARILLA: reversal at H3=928.11, target L3=920.99",09:35,920.98875,TARGET_HIT,EXACT_WIN,3106.11,0.62,66.0,HIGH
2022-07-25,BHARATFORG,LONG,09:20,704.95,709,499809.55,698.55,717.7500000000002,2.0,"CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",9,34.8986,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=704.95,15:15,705.8,TIME_EXIT,LOSS,-126.48,-0.03,42.0,STANDARD
2022-07-25,NTPC,SHORT,09:20,149.0,3355,499895.0,149.7,147.60000000000002,2.0,"BOLLINGER,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VWAP-STDDEV",10,30.25,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=149.00,10:45,147.60000000000002,TARGET_HIT,EXACT_WIN,3970.92,0.79,66.6,MEDIUM
2022-07-26,SRF,LONG,09:25,2396.419387755102,208,498455.23,2384.9647959183676,2460.9816326530613,5.64,"BOLLINGER,CAMARILLA,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-REV,VWAP-STDDEV",9,33.9727,VPOC,VPOC: breakout above VAH=2396.42,10:30,2384.9647959183676,STOP_HIT,LOSS,-3107.47,-0.62,41.4,STANDARD
2022-07-26,SIEMENS,SHORT,09:15,2081.85,240,499644.0,2093.95,2057.65,2.0,"ADX-FILTER,CAMARILLA,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",11,33.0,CAMARILLA,"CAMARILLA: reversal at H3=2081.85, target L3=2057.65",09:50,2057.65,TARGET_HIT,EXACT_WIN,5082.9,1.02,67.5,HIGH
2022-07-27,DLF,LONG,09:35,361.92551020408166,1381,499819.13,360.7086734693878,367.7663265306123,4.8,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",11,39.6327,VPOC,VPOC: breakout above VAH=361.93,09:50,367.7663265306123,TARGET_HIT,EXACT_WIN,7331.12,1.47,42.3,STANDARD
2022-07-27,NTPC,SHORT,09:25,150.0175,3332,499858.31,150.485,149.0825,2.0,"ADX-FILTER,BEAR-ENGULF,CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,STOCHASTIC,SUPERTREND,VPOC",11,33.0,CAMARILLA,"CAMARILLA: reversal at H3=150.02, target L3=149.08",12:40,149.0825,TARGET_HIT,EXACT_WIN,2388.48,0.48,67.4,HIGH
2022-07-28,BERGEPAINT,LONG,09:25,498.3,1003,499794.9,495.5,503.90000000000003,2.0,"ADX-FILTER,ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC",8,37.8986,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=498.30,09:55,503.90000000000003,TARGET_HIT,EXACT_WIN,4883.72,0.98,40.8,STANDARD
2022-07-28,ASHOKLEY,SHORT,09:20,71.60874999999999,6982,499972.29,72.11749999999999,70.59125,2.0,"BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",11,33.0,CAMARILLA,"CAMARILLA: reversal at H3=71.61, target L3=70.59",09:30,70.59125,TARGET_HIT,EXACT_WIN,6379.37,1.28,65.8,HIGH
2022-07-29,JSWSTEEL,LONG,09:40,629.5075,794,499828.96,623.0037500000001,655.5225000000002,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,VPOC",11,42.0,CAMARILLA,CAMARILLA: breakout above H4=629.51,15:15,628.9,TIME_EXIT,LOSS,-1210.65,-0.24,42.5,STANDARD
2022-07-29,ITC,SHORT,09:20,251.1,1991,499940.1,252.25,248.79999999999998,2.0,"ADX-FILTER,BOLLINGER,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SUPERTREND",11,33.0,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=251.10,10:45,248.79999999999998,TARGET_HIT,EXACT_WIN,3853.09,0.77,65.5,MEDIUM
2022-08-01,DEEPAKNTR,LONG,09:20,1934.3600000000001,258,499064.88,1924.68,1973.0800000000004,4.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",10,37.0741,CAMARILLA,CAMARILLA: breakout above H4=1934.36,14:50,1973.0800000000004,TARGET_HIT,EXACT_WIN,9254.22,1.85,42.0,STANDARD
2022-08-01,CHOLAFIN,SHORT,09:20,710.93625,703,499788.18,715.8725000000001,701.06375,2.0,"BEAR-ENGULF,BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,PDH-PDL,REL-STR,RSI-EXT,SUPERTREND,VWAP-STDDEV",10,28.1991,CAMARILLA,"CAMARILLA: reversal at H3=710.94, target L3=701.06",09:25,701.06375,TARGET_HIT,EXACT_WIN,6215.71,1.24,63.4,HIGH
2022-08-02,INDIGO,LONG,09:35,1900.0,263,499700.0,1874.1,1951.8000000000002,2.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,STOCHASTIC,VPOC",8,37.8986,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1900.00,15:15,1945.0,TIME_EXIT,WIN,11097.13,2.22,41.0,STANDARD
2022-08-02,DABUR,SHORT,09:20,583.325,857,499909.53,585.8000000000001,578.375,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,PDH-PDL,RSI-EXT,STOCHASTIC,SUPERTREND",10,27.9491,CAMARILLA,"CAMARILLA: reversal at H3=583.33, target L3=578.38",10:55,578.375,TARGET_HIT,EXACT_WIN,3515.79,0.7,64.7,HIGH
2022-08-03,CIPLA,LONG,09:15,1010.255,494,499065.97,1006.3775,1025.7649999999999,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",9,36.125,CAMARILLA,CAMARILLA: breakout above H4=1010.25,09:35,1025.7649999999999,TARGET_HIT,EXACT_WIN,6928.24,1.39,41.8,STANDARD
2022-08-03,CUMMINSIND,SHORT,09:20,1202.8825,415,499196.24,1211.7649999999999,1185.1175,2.0,"BOLLINGER,CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",13,39.0,CAMARILLA,"CAMARILLA: reversal at H3=1202.88, target L3=1185.12",10:00,1185.1175,TARGET_HIT,EXACT_WIN,6648.88,1.33,66.6,HIGH
2022-08-04,INDIAMART,LONG,09:25,2177.6375000000003,229,498678.99,2161.34375,2242.8125000000005,4.0,"CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",12,42.0,CAMARILLA,CAMARILLA: breakout above H4=2177.64,10:20,2242.8125000000005,TARGET_HIT,EXACT_WIN,14186.15,2.84,43.1,STANDARD
2022-08-04,LICI,SHORT,09:15,340.8125,1467,499971.94,342.325,337.7875,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",14,42.0,CAMARILLA,"CAMARILLA: reversal at H3=340.81, target L3=337.79",11:30,337.7875,TARGET_HIT,EXACT_WIN,3711.34,0.74,66.6,HIGH
2022-08-05,TATAELXSI,LONG,09:25,9012.265306122448,55,495674.59,8982.744897959183,9248.42857142857,8.0,"CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",11,43.8986,VPOC,VPOC: breakout above VAH=9012.27,10:45,9248.42857142857,TARGET_HIT,EXACT_WIN,12255.68,2.47,42.4,STANDARD
2022-08-05,ICICIGI,SHORT,10:25,1213.7225,411,498839.95,1227.4450000000002,1186.2775,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,INTRADAY-STRUCT,MACD,PIN-BAR,REL-STR,STOCHASTIC,SUPERTREND,VPOC,VWAP-STDDEV",11,33.25,CAMARILLA,"CAMARILLA: reversal at H3=1213.72, target L3=1186.28",15:15,1199.95,TIME_EXIT,WIN,4936.41,0.99,65.4,HIGH
2022-08-08,NTPC,LONG,09:20,155.8,3209,499962.2,154.95,157.50000000000006,2.0,"CAMARILLA,CPR,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",10,38.9727,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=155.80,09:35,157.50000000000006,TARGET_HIT,EXACT_WIN,4722.12,0.94,41.8,STANDARD
2022-08-08,JSWSTEEL,SHORT,09:15,672.3112500000001,743,499527.26,674.7725,667.38875,2.0,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CAMARILLA,CPR,FAILED-BO,FIRST-CANDLE,MACD,ORB-30,PDH-PDL,PIN-BAR,VPOC",12,33.6327,CAMARILLA,"CAMARILLA: reversal at H3=672.31, target L3=667.39",09:50,667.38875,TARGET_HIT,EXACT_WIN,2931.24,0.59,65.2,HIGH
2022-08-10,DIXON,LONG,09:20,3794.1,131,497027.1,3751.0,3880.2999999999997,2.0,"CAMARILLA,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",10,35.8477,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=3794.10,11:05,3880.2999999999997,TARGET_HIT,EXACT_WIN,10558.4,2.12,42.1,STANDARD
2022-08-10,MARICO,SHORT,09:15,526.53875,949,499685.27,528.4775,522.66125,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,SUPERTREND",12,36.0,CAMARILLA,"CAMARILLA: reversal at H3=526.54, target L3=522.66",09:20,522.66125,TARGET_HIT,EXACT_WIN,2953.37,0.59,66.0,HIGH
2022-08-11,BATAINDIA,LONG,09:15,1895.2350000000001,263,498446.81,1885.9675,1932.3050000000003,4.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,INTRADAY-STRUCT,ORB-15,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",9,39.0,CAMARILLA,CAMARILLA: breakout above H4=1895.24,15:15,1910.05,TIME_EXIT,WIN,3166.47,0.64,41.6,STANDARD
2022-08-11,AMBUJACEM,SHORT,09:15,380.8525,1312,499678.48,381.70500000000004,379.1475,2.0,"CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",13,36.9491,CAMARILLA,"CAMARILLA: reversal at H3=380.85, target L3=379.15",10:05,379.1475,TARGET_HIT,EXACT_WIN,1509.77,0.3,65.9,HIGH
2022-08-12,POONAWALLA,LONG,10:05,288.59499999999997,1732,499846.54,285.0475,302.7849999999999,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",10,39.125,CAMARILLA,CAMARILLA: breakout above H4=288.59,15:15,293.2,TIME_EXIT,WIN,7240.84,1.45,41.8,STANDARD
2022-08-12,GRASIM,SHORT,09:20,1600.8874999999998,312,499476.9,1608.175,1586.3125,2.0,"BOLLINGER,CAMARILLA,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,RSI-EXT,STOCHASTIC,SUPERTREND,VWAP-REV",12,31.4491,CAMARILLA,"CAMARILLA: reversal at H3=1600.89, target L3=1586.31",10:40,1586.3125,TARGET_HIT,EXACT_WIN,3821.8,0.77,67.0,HIGH
2022-08-16,ICICIGI,LONG,09:15,1239.408163265306,403,499481.49,1238.8341836734694,1249.3571428571427,17.33,"ADX-FILTER,ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,INTRADAY-STRUCT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",11,45.0,VPOC,VPOC: breakout above VAH=1239.41,09:20,1249.3571428571427,TARGET_HIT,EXACT_WIN,3278.06,0.66,41.9,STANDARD
2022-08-16,DIXON,SHORT,13:50,3898.85,128,499052.8,3930.5549999999994,3815.4,2.63,"BEAR-ENGULF,BOLLINGER,CAMARILLA,FIRST-CANDLE,MACD,ORB-30,PDH-PDL,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-REV,VWAP-STDDEV",15,40.6991,BEAR-ENGULF,"Bear Engulf at resistance 3894.90, vol 2.6×",15:15,3897.2,TIME_EXIT,LOSS,-516.3,-0.1,65.0,MEDIUM
2022-08-17,JUBLFOOD,LONG,09:50,586.7,852,499868.4,579.95,600.2,2.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,VPOC",10,37.8986,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=586.70,10:00,600.2,TARGET_HIT,EXACT_WIN,10764.16,2.15,41.8,STANDARD
2022-08-17,SBIN,SHORT,09:15,529.03375,945,499936.89,531.4675000000001,524.16625,2.0,"BOLLINGER,CAMARILLA,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,RSI-EXT,STOCHASTIC,SUPERTREND,VPOC",13,36.9491,CAMARILLA,"CAMARILLA: reversal at H3=529.03, target L3=524.17",15:15,527.7,TIME_EXIT,WIN,532.29,0.11,65.9,HIGH
2022-08-18,SAMMAANCAP,LONG,09:30,119.1175,4197,499936.15,117.78375,124.45250000000001,4.0,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,INTRADAY-STRUCT,ORB-15,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC",10,39.6327,CAMARILLA,CAMARILLA: breakout above H4=119.12,11:25,117.78375,STOP_HIT,LOSS,-6322.14,-1.26,41.7,STANDARD
2022-08-18,NESTLEIND,SHORT,09:25,983.1,508,499414.8,986.6,976.1,2.0,"BEAR-ENGULF,FIRST-CANDLE,MACD,OPEN-WEAK,ORB-15,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",10,27.5,FIRST-CANDLE,FIRST-CANDLE: break below first candle low=983.10,10:25,976.1,TARGET_HIT,EXACT_WIN,2829.92,0.57,66.6,MEDIUM
2022-08-19,ADANIGREEN,LONG,09:15,2357.57,212,499804.84,2319.785,2508.7100000000005,4.0,"CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",11,43.8986,CAMARILLA,CAMARILLA: breakout above H4=2357.57,15:15,2406.6,TIME_EXIT,WIN,9657.49,1.93,41.9,STANDARD
2022-08-19,M&M,SHORT,09:15,1269.2125,393,498800.51,1275.675,1256.2875,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",13,39.0,CAMARILLA,"CAMARILLA: reversal at H3=1269.21, target L3=1256.29",09:35,1256.2875,TARGET_HIT,EXACT_WIN,4355.15,0.87,66.7,HIGH
